order_id,order_date,product,category,region,city,customer_segment,unit_price,quantity,sales,profit
ORD101539,2024-09-04,FitnessBand,Wearables,Central,Bhopal,Home Office,16047.74,1,16047.74,4125.18
ORD101540,2024-08-27,SmartWatch S,Wearables,Central,Nagpur,Consumer,19282.09,1,19282.09,6835.93
ORD101541,2024-07-02,SmartWatch S,Wearables,North,Jaipur,Consumer,8435.17,1,8435.17,3340.99
ORD101542,2023-05-26,BetaPad Pro,Tablets,East,Kolkata,Consumer,45289.15,1,45289.15,11975.2
ORD101543,2023-09-29,GammaBook,Laptops,East,Bhubaneswar,Consumer,67331.93,2,134663.86,26970.81
ORD101544,2023-01-08,4KTV,TVs,West,Goa,Corporate,40541.52,1,40541.52,16999.75
ORD101545,2023-11-02,BetaPad Pro,Tablets,West,Pune,Small Business,28735.56,1,28735.56,5845.29
ORD101546,2023-08-21,HomeSpeaker,Audio,South,Chennai,Corporate,25003.2,1,25003.2,10175.0
ORD101547,2023-09-20,GammaBook,Laptops,Central,Bhopal,Consumer,77326.32,1,77326.32,21653.11
ORD101548,2024-11-19,AlphaPhone 11,Phones,Central,Nagpur,Home Office,21754.1,1,21754.1,3926.55
ORD101549,2024-01-03,GammaBook,Laptops,West,Goa,Consumer,82430.43,1,82430.43,30665.64
ORD101550,2023-11-13,4KTV,TVs,Central,Bhopal,Small Business,67768.14,1,67768.14,23705.21
ORD101551,2024-05-10,4KTV,TVs,East,Bhubaneswar,Home Office,36661.22,1,36661.22,16180.53
ORD101552,2024-01-25,HomeSpeaker,Audio,South,Hyderabad,Small Business,10195.55,1,10195.55,3932.03
ORD101553,2023-05-17,BetaPad Pro,Tablets,North,Delhi,Consumer,48284.47,1,48284.47,17695.28
ORD101554,2023-05-25,CameraPro,Cameras,North,Delhi,Consumer,45014.27,1,45014.27,14026.62
ORD101555,2023-09-01,AlphaPhone 11,Phones,Central,Indore,Consumer,45177.94,1,45177.94,8984.54
ORD101556,2024-06-09,GammaBook,Laptops,West,Pune,Consumer,77812.33,1,77812.33,17155.51
ORD101557,2023-09-18,DroneX,Drones,South,Mysuru,Corporate,63172.38,1,63172.38,10573.03
ORD101558,2023-07-25,HomeSpeaker,Audio,North,Delhi,Consumer,10760.35,1,10760.35,2724.82
ORD101559,2023-09-24,BetaPad Pro,Tablets,South,Hyderabad,Consumer,45787.33,1,45787.33,14385.36
ORD101560,2023-03-02,4KTV,TVs,West,Pune,Corporate,49422.25,1,49422.25,10246.87
ORD101561,2023-01-18,FitnessBand,Wearables,West,Goa,Consumer,40517.69,1,40517.69,10215.39
ORD101562,2024-03-15,4KTV,TVs,East,Kolkata,Consumer,25579.96,1,25579.96,9970.7
ORD101563,2024-04-27,AlphaPhone 11,Phones,South,Bengaluru,Home Office,40307.45,1,40307.45,7324.77
ORD101564,2023-06-18,AlphaPhone X,Phones,West,Mumbai,Consumer,13329.11,1,13329.11,5643.11
ORD101565,2023-12-25,CameraPro,Cameras,South,Chennai,Home Office,30145.52,1,30145.52,7462.83
ORD101566,2023-08-25,BetaPad Pro,Tablets,North,Delhi,Home Office,72378.23,1,72378.23,12708.78
ORD101567,2024-03-06,SmartWatch S,Wearables,Central,Bhopal,Corporate,18334.93,1,18334.93,6820.07
ORD101568,2023-02-24,CameraPro,Cameras,East,Kolkata,Home Office,45115.12,1,45115.12,8679.43
ORD101569,2023-02-09,FitnessBand,Wearables,East,Patna,Small Business,3198.55,1,3198.55,1042.35
ORD101570,2024-12-11,FitnessBand,Wearables,West,Mumbai,Corporate,23285.57,1,23285.57,10339.42
ORD101571,2023-10-27,HomeSpeaker,Audio,South,Chennai,Corporate,3740.08,2,7480.16,1555.96
ORD101572,2024-02-05,AlphaPhone X,Phones,South,Hyderabad,Home Office,21116.67,1,21116.67,5326.22
ORD101573,2023-09-17,CameraPro,Cameras,Central,Nagpur,Consumer,44469.22,1,44469.22,16814.05
ORD101574,2023-06-09,DroneX,Drones,South,Chennai,Small Business,61632.3,1,61632.3,13976.5
ORD101575,2024-09-03,BetaPad Pro,Tablets,East,Patna,Consumer,3050.67,1,3050.67,492.23
ORD101576,2023-10-30,CameraPro,Cameras,East,Bhubaneswar,Small Business,50836.36,1,50836.36,15498.75
ORD101577,2023-08-19,FitnessBand,Wearables,East,Bhubaneswar,Home Office,29130.42,1,29130.42,7875.48
ORD101578,2024-11-08,CameraPro,Cameras,East,Patna,Corporate,24969.61,1,24969.61,5243.08
ORD101579,2024-08-29,BetaPad Pro,Tablets,North,Delhi,Consumer,42194.4,1,42194.4,8172.16
ORD101580,2024-10-24,HomeSpeaker,Audio,South,Mysuru,Corporate,6423.28,1,6423.28,1872.44
ORD101581,2023-06-04,AlphaPhone 11,Phones,Central,Indore,Corporate,40550.77,1,40550.77,18134.47
ORD101582,2023-06-30,FitnessBand,Wearables,East,Kolkata,Small Business,12507.55,1,12507.55,4689.99
ORD101583,2024-06-18,FitnessBand,Wearables,East,Kolkata,Consumer,42917.91,1,42917.91,8894.8
ORD101584,2023-05-23,4KTV,TVs,South,Mysuru,Small Business,56021.45,1,56021.45,15677.26
ORD101585,2023-03-06,SmartWatch S,Wearables,East,Patna,Corporate,15720.4,1,15720.4,4442.67
ORD101586,2024-06-06,HomeSpeaker,Audio,East,Kolkata,Small Business,33526.14,1,33526.14,10186.22
ORD101587,2024-04-29,DroneX,Drones,South,Hyderabad,Corporate,17894.32,1,17894.32,3706.17
ORD101588,2023-01-28,AlphaPhone X,Phones,North,Chandigarh,Consumer,32468.81,2,64937.62,22136.42
ORD101589,2024-02-15,SmartWatch S,Wearables,North,Delhi,Home Office,706.29,1,706.29,179.48
ORD101590,2023-08-28,4KTV,TVs,Central,Nagpur,Consumer,69925.61,1,69925.61,28965.59
ORD101591,2023-01-30,GammaBook,Laptops,West,Goa,Consumer,74599.03,1,74599.03,17162.58
ORD101592,2024-05-04,BetaPad Pro,Tablets,West,Pune,Consumer,26927.06,2,53854.12,18135.84
ORD101593,2023-02-09,HomeSpeaker,Audio,East,Bhubaneswar,Corporate,6765.39,1,6765.39,2541.9
ORD101594,2023-04-17,BetaPad Pro,Tablets,South,Hyderabad,Home Office,29491.3,1,29491.3,10334.54
ORD101595,2024-09-26,SmartWatch S,Wearables,North,Delhi,Home Office,1491.17,1,1491.17,524.07
ORD101596,2024-11-16,CameraPro,Cameras,Central,Indore,Corporate,26695.83,1,26695.83,7349.07
ORD101597,2024-07-09,GammaBook,Laptops,North,Delhi,Small Business,94085.4,1,94085.4,23292.19
ORD101598,2023-11-27,AlphaPhone 11,Phones,North,Jaipur,Home Office,20064.24,1,20064.24,7657.5
ORD101599,2023-07-22,AlphaPhone 11,Phones,South,Chennai,Home Office,26306.23,1,26306.23,4907.32
ORD101600,2024-06-15,AlphaPhone 11,Phones,East,Patna,Consumer,61669.85,1,61669.85,20668.12
ORD101601,2024-10-17,AlphaPhone X,Phones,Central,Bhopal,Small Business,38686.89,2,77373.78,23769.51
ORD101602,2024-03-27,CameraPro,Cameras,East,Kolkata,Consumer,65011.06,1,65011.06,23258.46
ORD101603,2024-02-20,AlphaPhone X,Phones,West,Mumbai,Consumer,13591.0,2,27182.0,7124.07
ORD101604,2023-10-06,FitnessBand,Wearables,West,Pune,Home Office,12232.57,1,12232.57,3109.88
ORD101605,2023-03-31,CameraPro,Cameras,West,Mumbai,Corporate,59064.03,1,59064.03,14597.47
ORD101606,2023-06-22,SmartWatch S,Wearables,West,Pune,Small Business,23513.66,1,23513.66,4997.33
ORD101607,2024-01-17,GammaBook,Laptops,North,Delhi,Corporate,75307.04,1,75307.04,31150.86
ORD101608,2024-05-01,SmartWatch S,Wearables,North,Jaipur,Consumer,18770.29,1,18770.29,5346.66
ORD101609,2024-08-22,CameraPro,Cameras,East,Patna,Home Office,47847.21,1,47847.21,18424.13
ORD101610,2023-03-24,CameraPro,Cameras,West,Mumbai,Corporate,56319.34,1,56319.34,13818.68
ORD101611,2024-10-04,CameraPro,Cameras,West,Mumbai,Corporate,24345.74,1,24345.74,9242.15
ORD101612,2024-09-21,DroneX,Drones,North,Chandigarh,Home Office,35959.42,1,35959.42,8418.67
ORD101613,2024-11-11,SmartWatch S,Wearables,South,Hyderabad,Consumer,9998.71,1,9998.71,3911.94
ORD101614,2024-09-05,HomeSpeaker,Audio,West,Goa,Consumer,2661.36,1,2661.36,1051.65
ORD101615,2024-06-12,BetaPad Pro,Tablets,South,Chennai,Consumer,39781.02,1,39781.02,13062.39
ORD101616,2024-09-09,DroneX,Drones,West,Mumbai,Corporate,47574.47,2,95148.94,35448.02
ORD101617,2024-11-22,AlphaPhone 11,Phones,South,Hyderabad,Home Office,33350.83,1,33350.83,9536.63
ORD101618,2024-02-27,GammaBook,Laptops,North,Chandigarh,Home Office,93218.1,1,93218.1,39263.79
ORD101619,2023-10-19,GammaBook,Laptops,West,Goa,Small Business,71289.41,1,71289.41,31094.34
ORD101620,2023-03-12,DroneX,Drones,North,Jaipur,Consumer,38791.49,1,38791.49,15439.92
ORD101621,2023-10-17,GammaBook,Laptops,South,Hyderabad,Small Business,88122.7,1,88122.7,22215.75
ORD101622,2023-12-26,AlphaPhone X,Phones,West,Pune,Home Office,53344.02,1,53344.02,19346.48
ORD101623,2024-11-20,FitnessBand,Wearables,Central,Indore,Consumer,28842.67,1,28842.67,10239.71
ORD101624,2023-10-15,FitnessBand,Wearables,Central,Indore,Home Office,14798.33,2,29596.66,12149.61
ORD101625,2023-03-02,SmartWatch S,Wearables,South,Chennai,Small Business,29095.95,1,29095.95,10865.47
ORD101626,2024-09-20,FitnessBand,Wearables,North,Chandigarh,Consumer,6267.48,1,6267.48,2580.57
ORD101627,2024-12-23,SmartWatch S,Wearables,South,Mysuru,Corporate,10630.34,1,10630.34,2397.64
ORD101628,2023-03-19,BetaPad Pro,Tablets,Central,Nagpur,Small Business,17501.66,1,17501.66,6660.06
ORD101629,2023-03-09,HomeSpeaker,Audio,East,Bhubaneswar,Consumer,18654.39,1,18654.39,7625.06
ORD101630,2024-02-09,AlphaPhone X,Phones,Central,Indore,Consumer,64616.72,2,129233.44,26484.88
ORD101631,2023-03-18,HomeSpeaker,Audio,West,Pune,Home Office,36822.43,1,36822.43,6943.58
ORD101632,2024-03-05,CameraPro,Cameras,North,Chandigarh,Home Office,67448.99,1,67448.99,17627.35
ORD101633,2023-03-12,HomeSpeaker,Audio,West,Mumbai,Corporate,33099.1,1,33099.1,11188.49
ORD101634,2024-03-23,GammaBook,Laptops,North,Delhi,Consumer,67849.39,1,67849.39,10252.52
ORD101635,2023-01-08,CameraPro,Cameras,North,Jaipur,Consumer,39208.5,1,39208.5,14986.28
ORD101636,2024-05-25,AlphaPhone 11,Phones,West,Mumbai,Small Business,46854.43,1,46854.43,16987.72
ORD101637,2023-09-01,HomeSpeaker,Audio,North,Chandigarh,Home Office,14689.12,1,14689.12,2354.52
ORD101638,2023-01-04,HomeSpeaker,Audio,North,Delhi,Small Business,2481.16,1,2481.16,1092.96
ORD101639,2023-07-06,FitnessBand,Wearables,Central,Indore,Consumer,8624.49,1,8624.49,3508.44
ORD101640,2024-04-22,HomeSpeaker,Audio,East,Patna,Consumer,18775.82,1,18775.82,5928.42
ORD101641,2023-12-15,DroneX,Drones,East,Bhubaneswar,Small Business,67949.28,1,67949.28,19375.54
ORD101642,2023-03-10,SmartWatch S,Wearables,South,Hyderabad,Corporate,1204.62,1,1204.62,225.78
ORD101643,2023-02-04,GammaBook,Laptops,South,Bengaluru,Consumer,76328.14,1,76328.14,32046.87
ORD101644,2024-05-05,AlphaPhone 11,Phones,Central,Indore,Small Business,52912.14,1,52912.14,16214.46
ORD101645,2023-01-30,HomeSpeaker,Audio,East,Kolkata,Corporate,18000.53,1,18000.53,8020.39
ORD101646,2023-02-04,4KTV,TVs,North,Delhi,Small Business,34150.79,1,34150.79,5770.11
ORD101647,2024-04-04,GammaBook,Laptops,South,Mysuru,Home Office,46195.6,1,46195.6,16020.62
ORD101648,2024-06-22,DroneX,Drones,North,Jaipur,Home Office,66871.08,1,66871.08,18461.27
ORD101649,2023-05-24,HomeSpeaker,Audio,West,Goa,Consumer,16146.64,1,16146.64,5698.14
ORD101650,2023-08-15,CameraPro,Cameras,East,Patna,Consumer,44587.1,2,89174.2,38498.69
ORD101651,2023-03-13,CameraPro,Cameras,South,Hyderabad,Small Business,47411.1,1,47411.1,14625.33
ORD101652,2024-05-03,AlphaPhone X,Phones,Central,Indore,Corporate,36785.74,1,36785.74,9832.8
ORD101653,2023-03-12,GammaBook,Laptops,South,Hyderabad,Small Business,75785.26,1,75785.26,29695.95
ORD101654,2024-08-21,SmartWatch S,Wearables,South,Hyderabad,Home Office,2476.16,1,2476.16,795.5
ORD101655,2024-08-08,DroneX,Drones,East,Bhubaneswar,Small Business,46390.01,1,46390.01,12175.85
ORD101656,2023-03-25,FitnessBand,Wearables,West,Pune,Consumer,9295.51,1,9295.51,3213.5
ORD101657,2023-08-23,GammaBook,Laptops,South,Chennai,Small Business,85883.55,1,85883.55,23530.67
ORD101658,2023-04-09,AlphaPhone X,Phones,East,Patna,Consumer,41097.99,1,41097.99,11474.73
ORD101659,2023-06-17,FitnessBand,Wearables,South,Chennai,Consumer,32264.82,1,32264.82,8738.45
ORD101660,2023-10-11,HomeSpeaker,Audio,North,Jaipur,Corporate,20992.76,1,20992.76,8733.98
ORD101661,2023-12-14,HomeSpeaker,Audio,South,Mysuru,Small Business,2774.92,1,2774.92,897.55
ORD101662,2023-02-24,CameraPro,Cameras,East,Bhubaneswar,Small Business,68662.32,1,68662.32,26298.58
ORD101663,2024-01-09,BetaPad Pro,Tablets,East,Kolkata,Home Office,14866.17,2,29732.34,8833.62
ORD101664,2024-02-20,AlphaPhone X,Phones,South,Bengaluru,Small Business,31137.18,1,31137.18,12937.77
ORD101665,2023-02-08,4KTV,TVs,North,Jaipur,Corporate,48767.44,1,48767.44,13682.61
ORD101666,2023-05-27,CameraPro,Cameras,East,Kolkata,Small Business,44071.97,1,44071.97,18198.78
ORD101667,2024-12-02,GammaBook,Laptops,Central,Bhopal,Home Office,87723.15,1,87723.15,32890.98
ORD101668,2024-01-31,AlphaPhone X,Phones,East,Kolkata,Consumer,41019.69,1,41019.69,8969.19
ORD101669,2024-11-21,BetaPad Pro,Tablets,Central,Indore,Corporate,41202.75,1,41202.75,7034.28
ORD101670,2024-03-12,AlphaPhone 11,Phones,North,Delhi,Small Business,39766.15,1,39766.15,10475.8
ORD101671,2023-03-20,AlphaPhone X,Phones,South,Bengaluru,Corporate,10376.17,1,10376.17,3904.57
ORD101672,2023-10-20,CameraPro,Cameras,West,Mumbai,Home Office,53584.98,1,53584.98,23876.36
ORD101673,2023-12-18,AlphaPhone X,Phones,West,Pune,Small Business,37986.81,1,37986.81,14681.62
ORD101674,2024-09-25,HomeSpeaker,Audio,Central,Bhopal,Small Business,8265.67,1,8265.67,2830.18
ORD101675,2023-03-13,FitnessBand,Wearables,North,Delhi,Corporate,42594.65,1,42594.65,19162.85
ORD101676,2024-12-23,4KTV,TVs,South,Bengaluru,Consumer,37653.85,1,37653.85,12953.48
ORD101677,2023-01-15,BetaPad Pro,Tablets,West,Pune,Home Office,37428.11,1,37428.11,6646.27
ORD101678,2023-09-10,DroneX,Drones,East,Bhubaneswar,Small Business,64219.23,1,64219.23,13621.71
ORD101679,2023-07-18,DroneX,Drones,West,Goa,Consumer,79766.95,1,79766.95,28690.75
ORD101680,2023-08-27,CameraPro,Cameras,Central,Bhopal,Corporate,67899.12,2,135798.24,51036.81
ORD101681,2024-03-07,BetaPad Pro,Tablets,North,Delhi,Home Office,24287.26,1,24287.26,4227.43
ORD101682,2024-08-11,FitnessBand,Wearables,Central,Indore,Corporate,35137.8,1,35137.8,7698.77
ORD101683,2024-01-28,SmartWatch S,Wearables,West,Mumbai,Corporate,12364.9,1,12364.9,3786.46
ORD101684,2024-04-27,SmartWatch S,Wearables,East,Bhubaneswar,Small Business,880.12,1,880.12,282.0
ORD101685,2024-10-28,4KTV,TVs,East,Bhubaneswar,Corporate,9153.72,1,9153.72,2327.86
ORD101686,2023-08-17,4KTV,TVs,South,Mysuru,Small Business,37579.93,1,37579.93,10563.84
ORD101687,2024-05-08,SmartWatch S,Wearables,Central,Nagpur,Small Business,14774.91,1,14774.91,2689.75
ORD101688,2024-05-08,FitnessBand,Wearables,North,Chandigarh,Small Business,9840.01,1,9840.01,2428.44
ORD101689,2023-12-26,CameraPro,Cameras,North,Chandigarh,Home Office,42763.94,1,42763.94,11442.96
ORD101690,2024-01-01,SmartWatch S,Wearables,North,Delhi,Small Business,10149.15,2,20298.3,8681.46
ORD101691,2023-06-19,SmartWatch S,Wearables,East,Patna,Home Office,22914.96,1,22914.96,6204.18
ORD101692,2024-02-16,DroneX,Drones,South,Hyderabad,Small Business,37929.65,1,37929.65,13360.56
ORD101693,2023-11-19,AlphaPhone 11,Phones,East,Patna,Corporate,25115.49,1,25115.49,5224.5
ORD101694,2024-11-20,SmartWatch S,Wearables,North,Jaipur,Home Office,16916.03,1,16916.03,3682.65
ORD101695,2024-01-23,HomeSpeaker,Audio,East,Bhubaneswar,Corporate,23046.84,1,23046.84,6291.57
ORD101696,2023-10-19,SmartWatch S,Wearables,South,Mysuru,Corporate,12752.79,1,12752.79,2298.03
ORD101697,2023-12-17,FitnessBand,Wearables,West,Mumbai,Corporate,8749.42,1,8749.42,1891.8
ORD101698,2024-10-02,AlphaPhone X,Phones,Central,Nagpur,Consumer,18252.63,2,36505.26,10183.65
ORD101699,2024-07-18,AlphaPhone X,Phones,Central,Indore,Corporate,14529.03,1,14529.03,4827.93
ORD101700,2023-10-13,4KTV,TVs,North,Chandigarh,Home Office,44430.05,1,44430.05,7730.61
ORD101701,2023-10-18,HomeSpeaker,Audio,Central,Nagpur,Home Office,5444.3,1,5444.3,1879.76
ORD101702,2024-10-04,AlphaPhone X,Phones,East,Kolkata,Corporate,13075.21,1,13075.21,2263.7
ORD101703,2024-06-01,GammaBook,Laptops,North,Delhi,Small Business,55808.89,1,55808.89,19372.17
ORD101704,2024-04-27,AlphaPhone 11,Phones,South,Bengaluru,Corporate,24804.24,1,24804.24,7160.68
ORD101705,2024-11-01,GammaBook,Laptops,East,Bhubaneswar,Small Business,89422.98,1,89422.98,38956.08
ORD101706,2024-05-21,FitnessBand,Wearables,East,Patna,Corporate,13399.83,1,13399.83,5379.48
ORD101707,2024-08-18,GammaBook,Laptops,East,Patna,Small Business,66412.46,2,132824.92,38169.36
ORD101708,2024-02-13,FitnessBand,Wearables,West,Pune,Small Business,4761.63,2,9523.26,2485.05
ORD101709,2024-07-20,SmartWatch S,Wearables,North,Chandigarh,Corporate,24042.01,1,24042.01,8761.38
ORD101710,2024-02-13,GammaBook,Laptops,Central,Nagpur,Small Business,78847.66,1,78847.66,32030.51
ORD101711,2023-08-17,FitnessBand,Wearables,South,Bengaluru,Small Business,7850.09,1,7850.09,2555.26
ORD101712,2023-12-06,DroneX,Drones,North,Delhi,Corporate,15480.98,1,15480.98,6534.37
ORD101713,2024-02-03,HomeSpeaker,Audio,West,Goa,Consumer,17911.7,1,17911.7,3294.43
ORD101714,2024-02-06,DroneX,Drones,South,Mysuru,Consumer,51174.47,1,51174.47,21313.31
ORD101715,2023-05-29,AlphaPhone 11,Phones,South,Mysuru,Home Office,45840.22,1,45840.22,10728.07
ORD101716,2023-08-10,FitnessBand,Wearables,South,Bengaluru,Home Office,1905.37,1,1905.37,302.58
ORD101717,2024-03-16,4KTV,TVs,Central,Nagpur,Home Office,6086.98,2,12173.96,3530.53
ORD101718,2024-04-14,FitnessBand,Wearables,Central,Nagpur,Consumer,1687.1,2,3374.2,702.54
ORD101719,2023-03-29,AlphaPhone X,Phones,North,Delhi,Consumer,33649.43,1,33649.43,10320.43
ORD101720,2024-06-21,BetaPad Pro,Tablets,South,Hyderabad,Consumer,15109.68,1,15109.68,3215.49
ORD101721,2024-12-05,BetaPad Pro,Tablets,West,Pune,Consumer,47867.72,1,47867.72,15497.74
ORD101722,2023-10-20,AlphaPhone 11,Phones,North,Chandigarh,Consumer,40630.72,1,40630.72,8488.96
ORD101723,2023-03-10,CameraPro,Cameras,Central,Bhopal,Home Office,55760.7,1,55760.7,15554.63
ORD101724,2024-04-10,AlphaPhone 11,Phones,Central,Nagpur,Small Business,50869.37,1,50869.37,13820.69
ORD101725,2023-07-03,CameraPro,Cameras,West,Goa,Consumer,30408.8,1,30408.8,9232.92
ORD101726,2023-01-28,AlphaPhone X,Phones,East,Patna,Consumer,23037.47,1,23037.47,7981.12
ORD101727,2023-12-31,BetaPad Pro,Tablets,North,Jaipur,Small Business,21338.05,1,21338.05,8253.43
ORD101728,2023-12-11,FitnessBand,Wearables,Central,Indore,Home Office,22050.19,1,22050.19,6057.79
ORD101729,2024-03-10,AlphaPhone 11,Phones,North,Jaipur,Corporate,47270.79,1,47270.79,13894.28
ORD101730,2024-09-26,4KTV,TVs,North,Chandigarh,Home Office,38317.57,1,38317.57,13683.69
ORD101731,2024-03-24,CameraPro,Cameras,Central,Nagpur,Small Business,41114.95,1,41114.95,18432.44
ORD101732,2023-11-16,BetaPad Pro,Tablets,South,Chennai,Small Business,2959.59,1,2959.59,946.85
ORD101733,2024-03-31,BetaPad Pro,Tablets,Central,Bhopal,Small Business,36364.14,3,109092.42,31281.22
ORD101734,2024-07-31,AlphaPhone X,Phones,Central,Nagpur,Home Office,44720.73,1,44720.73,7098.35
ORD101735,2024-11-09,FitnessBand,Wearables,Central,Bhopal,Consumer,662.78,1,662.78,126.8
ORD101736,2023-02-11,FitnessBand,Wearables,East,Kolkata,Home Office,24763.1,1,24763.1,6522.58
ORD101737,2024-05-20,4KTV,TVs,East,Kolkata,Consumer,53900.02,1,53900.02,14791.64
ORD101738,2023-02-19,FitnessBand,Wearables,North,Delhi,Consumer,19078.55,1,19078.55,4625.38
ORD101739,2023-02-11,HomeSpeaker,Audio,North,Jaipur,Consumer,7175.6,1,7175.6,2032.59
ORD101740,2023-02-27,AlphaPhone X,Phones,West,Pune,Consumer,56044.04,1,56044.04,19080.55
ORD101741,2023-10-04,AlphaPhone 11,Phones,South,Bengaluru,Consumer,38636.87,1,38636.87,12970.09
ORD101742,2023-07-28,DroneX,Drones,East,Bhubaneswar,Home Office,30527.69,1,30527.69,10774.99
ORD101743,2024-02-07,GammaBook,Laptops,South,Hyderabad,Consumer,72680.82,1,72680.82,21099.87
ORD101744,2024-06-22,AlphaPhone X,Phones,East,Kolkata,Consumer,51095.73,1,51095.73,17086.05
ORD101745,2023-10-03,AlphaPhone 11,Phones,North,Chandigarh,Consumer,35206.8,1,35206.8,11165.47
ORD101746,2024-05-26,DroneX,Drones,East,Patna,Consumer,78315.55,1,78315.55,33489.09
ORD101747,2023-08-31,GammaBook,Laptops,North,Delhi,Corporate,69344.21,1,69344.21,30877.92
ORD101748,2023-12-21,4KTV,TVs,North,Delhi,Small Business,35784.77,1,35784.77,8217.27
ORD101749,2024-06-27,4KTV,TVs,West,Pune,Small Business,51751.73,1,51751.73,21510.52
ORD101750,2024-05-20,FitnessBand,Wearables,Central,Bhopal,Corporate,100.43,1,100.43,18.0
ORD101751,2024-02-20,CameraPro,Cameras,East,Kolkata,Corporate,67633.7,1,67633.7,25396.38
ORD101752,2024-11-04,AlphaPhone X,Phones,North,Jaipur,Corporate,48879.18,1,48879.18,11967.0
ORD101753,2023-11-18,AlphaPhone X,Phones,North,Chandigarh,Small Business,29735.64,1,29735.64,11813.77
ORD101754,2024-08-09,AlphaPhone 11,Phones,East,Bhubaneswar,Corporate,26794.82,1,26794.82,4040.85
ORD101755,2024-03-28,HomeSpeaker,Audio,West,Pune,Home Office,8149.0,1,8149.0,1847.74
ORD101756,2023-12-01,DroneX,Drones,South,Mysuru,Home Office,16995.12,1,16995.12,6229.13
ORD101757,2023-06-18,4KTV,TVs,North,Delhi,Small Business,1593.68,1,1593.68,597.92
ORD101758,2023-06-26,FitnessBand,Wearables,East,Kolkata,Consumer,86.75,1,86.75,37.64
ORD101759,2024-07-13,AlphaPhone 11,Phones,Central,Bhopal,Consumer,17286.24,1,17286.24,6478.52
ORD101760,2023-08-24,CameraPro,Cameras,North,Delhi,Consumer,40135.29,1,40135.29,11499.32
ORD101761,2024-10-10,GammaBook,Laptops,West,Pune,Home Office,72233.63,1,72233.63,27794.32
ORD101762,2023-11-28,FitnessBand,Wearables,North,Jaipur,Corporate,3230.25,1,3230.25,517.12
ORD101763,2023-07-14,FitnessBand,Wearables,West,Goa,Small Business,4046.93,1,4046.93,1531.39
ORD101764,2023-06-13,HomeSpeaker,Audio,North,Chandigarh,Small Business,25176.93,3,75530.79,16018.42
ORD101765,2023-09-02,4KTV,TVs,North,Jaipur,Consumer,47592.53,1,47592.53,12476.43
ORD101766,2024-01-05,AlphaPhone X,Phones,South,Hyderabad,Corporate,55975.77,1,55975.77,20876.18
ORD101767,2023-08-11,FitnessBand,Wearables,North,Jaipur,Corporate,7448.85,1,7448.85,3169.72
ORD101768,2024-10-11,4KTV,TVs,West,Goa,Small Business,69939.86,1,69939.86,13139.5
ORD101769,2023-02-01,SmartWatch S,Wearables,North,Chandigarh,Corporate,17093.1,1,17093.1,2806.52
ORD101770,2023-04-22,GammaBook,Laptops,Central,Nagpur,Small Business,78560.13,1,78560.13,29015.1
ORD101771,2024-06-29,DroneX,Drones,Central,Nagpur,Home Office,72337.71,1,72337.71,22234.01
ORD101772,2024-03-31,4KTV,TVs,South,Hyderabad,Small Business,38151.99,1,38151.99,9611.16
ORD101773,2023-12-31,GammaBook,Laptops,West,Pune,Consumer,85074.38,1,85074.38,31948.63
ORD101774,2023-04-18,AlphaPhone X,Phones,South,Mysuru,Home Office,26843.25,1,26843.25,5641.41
ORD101775,2023-09-30,FitnessBand,Wearables,North,Chandigarh,Small Business,22887.33,1,22887.33,8686.61
ORD101776,2024-05-20,GammaBook,Laptops,South,Bengaluru,Home Office,72384.57,1,72384.57,24110.84
ORD101777,2024-11-16,HomeSpeaker,Audio,Central,Indore,Corporate,8436.6,3,25309.8,11008.14
ORD101778,2023-02-07,AlphaPhone X,Phones,Central,Bhopal,Small Business,21440.41,1,21440.41,9445.23
ORD101779,2023-08-26,GammaBook,Laptops,West,Mumbai,Consumer,82741.69,1,82741.69,20696.88
ORD101780,2024-12-14,4KTV,TVs,West,Goa,Home Office,42375.19,1,42375.19,12313.51
ORD101781,2023-02-03,AlphaPhone X,Phones,South,Chennai,Consumer,34617.75,1,34617.75,8490.05
ORD101782,2024-12-05,CameraPro,Cameras,West,Mumbai,Corporate,47367.76,2,94735.52,23134.69
ORD101783,2024-03-18,FitnessBand,Wearables,South,Hyderabad,Small Business,6876.86,1,6876.86,2376.76
ORD101784,2024-06-10,DroneX,Drones,South,Bengaluru,Home Office,49724.37,1,49724.37,9797.16
ORD101785,2024-10-31,GammaBook,Laptops,North,Jaipur,Corporate,54418.05,1,54418.05,20309.35
ORD101786,2024-10-25,SmartWatch S,Wearables,East,Bhubaneswar,Consumer,6147.54,1,6147.54,1178.74
ORD101787,2023-08-25,GammaBook,Laptops,East,Bhubaneswar,Consumer,60422.04,1,60422.04,22258.03
ORD101788,2024-05-05,HomeSpeaker,Audio,North,Delhi,Consumer,14705.02,1,14705.02,2868.48
ORD101789,2024-04-15,DroneX,Drones,North,Jaipur,Home Office,32971.97,1,32971.97,12074.28
ORD101790,2024-11-07,GammaBook,Laptops,West,Pune,Consumer,68320.64,1,68320.64,22292.56
ORD101791,2023-10-20,BetaPad Pro,Tablets,Central,Nagpur,Corporate,20688.11,1,20688.11,8523.33
ORD101792,2023-08-21,GammaBook,Laptops,East,Kolkata,Small Business,83343.02,1,83343.02,34256.35
ORD101793,2023-01-27,FitnessBand,Wearables,Central,Indore,Small Business,7276.76,1,7276.76,2652.5
